rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,previous_delay_in_minutes,marge_minutes,attente_conducteur
564190,377781,mobile,ended,218.0,560500.0,180.0,-259.0,-439.0,0.0
564384,398152,connect,ended,-2.0,562529.0,720.0,40.0,-680.0,0.0
565397,389565,connect,ended,-1.0,563832.0,660.0,-5.0,-665.0,0.0
551708,391325,mobile,canceled,,543706.0,390.0,,,
551709,268787,mobile,ended,74.0,551518.0,0.0,-13.0,-13.0,0.0
552019,392683,connect,canceled,,553157.0,240.0,-18.0,-258.0,0.0
552106,389836,mobile,canceled,,538942.0,330.0,142.0,-188.0,0.0
553500,383497,mobile,ended,24.0,519122.0,120.0,163.0,43.0,43.0
554515,276924,mobile,ended,-64.0,553153.0,120.0,5.0,-115.0,0.0
554901,251447,connect,ended,-41.0,552582.0,210.0,-60.0,-270.0,0.0
556467,369938,connect,ended,-105.0,547952.0,240.0,144.0,-96.0,0.0
557773,402858,mobile,ended,-68.0,511719.0,0.0,71.0,71.0,71.0
557990,312572,mobile,ended,-89.0,558495.0,0.0,73.0,73.0,73.0
558327,383443,connect,ended,78.0,566342.0,60.0,-598.0,-658.0,0.0
558692,338969,connect,ended,,552161.0,660.0,-3.0,-663.0,0.0
559724,383462,connect,ended,-39.0,556319.0,660.0,55.0,-605.0,0.0
543577,356106,connect,ended,-13.0,541079.0,120.0,-24.0,-144.0,0.0
543854,222934,mobile,ended,-17.0,507859.0,0.0,16.0,16.0,16.0
543940,348526,connect,canceled,,512216.0,60.0,-39.0,-99.0,0.0
543975,406551,mobile,ended,58.0,537735.0,150.0,13.0,-137.0,0.0
536315,369230,mobile,ended,-191.0,536343.0,720.0,,,
537183,406984,mobile,canceled,,538569.0,60.0,-15.0,-75.0,0.0
537683,391618,connect,ended,54.0,549289.0,60.0,,,
537737,382968,mobile,ended,51.0,538666.0,150.0,34.0,-116.0,0.0
538875,334190,connect,ended,-875.0,543805.0,0.0,-130.0,-130.0,0.0
545551,388466,mobile,ended,-120.0,556990.0,180.0,201.0,21.0,21.0
556573,300505,connect,ended,-45.0,552826.0,630.0,13.0,-617.0,0.0
539083,204293,mobile,canceled,,540497.0,420.0,-4.0,-424.0,0.0
539837,325139,mobile,ended,62.0,536246.0,510.0,-86.0,-596.0,0.0
540547,385008,connect,ended,48.0,536772.0,120.0,-13.0,-133.0,0.0
540243,352921,connect,ended,6.0,537768.0,0.0,-3.0,-3.0,0.0
540416,368724,mobile,canceled,,538062.0,270.0,72.0,-198.0,0.0
541760,367632,connect,ended,-29.0,527974.0,270.0,8.0,-262.0,0.0
541863,358982,connect,ended,-159.0,540103.0,720.0,-2.0,-722.0,0.0
542028,317298,connect,ended,-225.0,538558.0,30.0,-9.0,-39.0,0.0
573809,167490,mobile,ended,0.0,569307.0,660.0,-22.0,-682.0,0.0
573931,300377,mobile,ended,-8.0,568712.0,120.0,,,
557935,338969,connect,canceled,,552161.0,360.0,-3.0,-363.0,0.0
547919,183514,mobile,ended,-121.0,547720.0,60.0,-5.0,-65.0,0.0
548088,402562,connect,ended,-111.0,546511.0,120.0,14.0,-106.0,0.0
549442,408506,mobile,ended,-150.0,548118.0,120.0,9.0,-111.0,0.0
549512,251447,connect,ended,-165.0,548048.0,0.0,-27.0,-27.0,0.0
549521,387976,mobile,ended,17.0,543979.0,0.0,7.0,7.0,7.0
535880,377004,mobile,ended,-853.0,549968.0,30.0,52.0,22.0,22.0
536046,406075,mobile,ended,-158.0,538415.0,420.0,29.0,-391.0,0.0
536763,363431,mobile,canceled,,523920.0,690.0,-25.0,-715.0,0.0
537148,407334,mobile,ended,37.0,537350.0,720.0,-197.0,-917.0,0.0
537570,299059,mobile,ended,-11.0,534705.0,60.0,74.0,14.0,14.0
560412,336349,connect,canceled,,568759.0,630.0,,,
550072,412028,mobile,ended,172.0,549606.0,570.0,567.0,-3.0,0.0
551063,365796,mobile,canceled,,547713.0,120.0,,,
551531,382633,mobile,ended,,544304.0,540.0,,,
552207,360551,connect,ended,68.0,550621.0,30.0,108.0,78.0,78.0
552208,376311,connect,ended,33.0,549389.0,90.0,64.0,-26.0,0.0
552380,412021,mobile,canceled,,549184.0,150.0,7.0,-143.0,0.0
566328,385008,connect,ended,23.0,565761.0,690.0,1.0,-689.0,0.0
567257,370416,connect,ended,,563114.0,0.0,0.0,0.0,0.0
568524,314456,connect,ended,-10.0,559282.0,60.0,-106.0,-166.0,0.0
568826,279966,mobile,ended,-35.0,566857.0,90.0,51.0,-39.0,0.0
569645,396034,connect,ended,-25.0,551522.0,330.0,0.0,-330.0,0.0
570777,368604,connect,ended,-12.0,527387.0,660.0,-68.0,-728.0,0.0
570917,411523,mobile,canceled,,568349.0,600.0,-4.0,-604.0,0.0
571324,366164,connect,ended,-294.0,566181.0,450.0,-24.0,-474.0,0.0
571713,311923,connect,ended,-123.0,544337.0,600.0,21.0,-579.0,0.0
572052,402392,mobile,ended,,563280.0,60.0,,,
561213,405433,mobile,ended,124.0,564813.0,120.0,147.0,27.0,27.0
561599,275810,mobile,ended,11.0,554462.0,600.0,535.0,-65.0,0.0
562325,347042,connect,ended,-73.0,564123.0,600.0,78.0,-522.0,0.0
563213,263232,mobile,ended,-71.0,565495.0,240.0,6.0,-234.0,0.0
565109,312603,connect,ended,-956.0,566489.0,0.0,31.0,31.0,31.0
542854,317024,connect,ended,116.0,542633.0,570.0,-27.0,-597.0,0.0
542878,335276,connect,ended,79.0,553825.0,0.0,-18.0,-18.0,0.0
559197,400591,mobile,ended,6.0,553823.0,0.0,6.0,6.0,6.0
559663,173061,connect,ended,-21.0,552524.0,720.0,-22.0,-742.0,0.0
560213,412226,mobile,ended,,558523.0,480.0,,,
560214,362339,connect,canceled,,557201.0,30.0,-390.0,-420.0,0.0
560949,310636,connect,ended,26.0,564126.0,60.0,-77.0,-137.0,0.0
568943,337311,mobile,ended,70.0,554123.0,90.0,14.0,-76.0,0.0
568987,391370,connect,ended,42.0,562708.0,0.0,41.0,41.0,41.0
569303,272430,connect,ended,-44.0,562514.0,360.0,-25.0,-385.0,0.0
570337,365926,connect,ended,-37.0,543942.0,570.0,37.0,-533.0,0.0
570429,328506,mobile,ended,125.0,566331.0,480.0,-97.0,-577.0,0.0
570491,338969,connect,canceled,,569446.0,60.0,-143.0,-203.0,0.0
570900,385523,connect,canceled,,565984.0,690.0,124.0,-566.0,0.0
572088,338940,mobile,ended,1003.0,571451.0,150.0,,,
572472,371625,mobile,ended,28.0,571018.0,180.0,25.0,-155.0,0.0
554588,343339,mobile,ended,426.0,552212.0,420.0,14.0,-406.0,0.0
555137,404130,connect,ended,26.0,552365.0,60.0,12.0,-48.0,0.0
555716,412909,mobile,ended,-102.0,562141.0,540.0,68.0,-472.0,0.0
555942,250644,mobile,ended,9.0,554060.0,300.0,36.0,-264.0,0.0
556975,320481,mobile,ended,17.0,559071.0,150.0,-61.0,-211.0,0.0
556983,338969,connect,canceled,,552161.0,600.0,-3.0,-603.0,0.0
558830,353425,connect,canceled,,557068.0,0.0,30.0,30.0,30.0
559072,383485,mobile,ended,-56.0,558533.0,720.0,64.0,-656.0,0.0
559429,390318,mobile,ended,203.0,556092.0,690.0,122.0,-568.0,0.0
560265,174243,mobile,ended,116.0,544959.0,60.0,-305.0,-365.0,0.0
560564,409718,mobile,ended,-121.0,557338.0,570.0,2.0,-568.0,0.0
560571,398152,connect,ended,-113.0,552192.0,690.0,153.0,-537.0,0.0
562379,337768,mobile,ended,,563752.0,690.0,,,
562555,380662,mobile,canceled,,567954.0,30.0,77.0,47.0,47.0
565959,324889,mobile,ended,-94.0,562206.0,720.0,-90.0,-810.0,0.0
565968,338243,connect,ended,37.0,560465.0,720.0,-50.0,-770.0,0.0
568399,241021,connect,ended,-57.0,563552.0,60.0,25.0,-35.0,0.0
569173,274949,mobile,ended,-286.0,565577.0,0.0,-259.0,-259.0,0.0
572870,349618,mobile,ended,-178.0,567694.0,210.0,-17.0,-227.0,0.0
563348,225486,connect,ended,97.0,563757.0,0.0,7.0,7.0,7.0
564441,310901,mobile,ended,50.0,561518.0,180.0,,,
524703,352436,mobile,ended,7.0,538643.0,60.0,13.0,-47.0,0.0
526518,332564,mobile,ended,-4.0,534198.0,90.0,-67.0,-157.0,0.0
527387,368604,connect,ended,-68.0,559396.0,690.0,-29.0,-719.0,0.0
536171,392368,connect,canceled,,515799.0,600.0,-151.0,-751.0,0.0
537064,401649,connect,ended,84.0,562864.0,0.0,-147.0,-147.0,0.0
537575,409296,mobile,ended,-156.0,543251.0,0.0,-18.0,-18.0,0.0
543571,373893,connect,ended,-4.0,534820.0,150.0,-576.0,-726.0,0.0
544588,377591,connect,ended,50.0,562313.0,60.0,-362.0,-422.0,0.0
545963,305525,connect,ended,-33.0,549063.0,150.0,-35.0,-185.0,0.0
546064,314220,mobile,ended,-218.0,550400.0,150.0,10.0,-140.0,0.0
564260,245154,connect,canceled,,561694.0,420.0,-47.0,-467.0,0.0
564479,359485,connect,ended,121.0,561602.0,210.0,8.0,-202.0,0.0
565170,318371,mobile,ended,-150.0,560843.0,0.0,44.0,44.0,44.0
558129,344254,connect,ended,-185.0,558115.0,690.0,6.0,-684.0,0.0
558313,285452,connect,ended,-21.0,556448.0,720.0,14.0,-706.0,0.0
558546,396712,mobile,ended,2733.0,554234.0,420.0,26.0,-394.0,0.0
559335,391125,mobile,ended,7.0,559214.0,120.0,79.0,-41.0,0.0
559521,411754,connect,ended,81.0,556456.0,660.0,97.0,-563.0,0.0
561339,366872,connect,ended,-146.0,566968.0,690.0,-31.0,-721.0,0.0
561698,312078,connect,ended,45.0,564914.0,0.0,-542.0,-542.0,0.0
562202,216576,connect,ended,31.0,559387.0,240.0,-4.0,-244.0,0.0
562290,349171,connect,ended,-839.0,562874.0,420.0,13.0,-407.0,0.0
563001,272724,mobile,ended,263.0,561423.0,240.0,,,
563092,410214,mobile,ended,-38.0,563145.0,180.0,28.0,-152.0,0.0
563454,409274,mobile,ended,76.0,563821.0,30.0,-8.0,-38.0,0.0
563808,412210,mobile,ended,98.0,561890.0,240.0,249.0,9.0,9.0
563832,389565,connect,ended,-5.0,564385.0,60.0,22.0,-38.0,0.0
564522,333753,mobile,ended,95.0,564604.0,660.0,97.0,-563.0,0.0
564890,396266,mobile,ended,-165.0,562788.0,510.0,121.0,-389.0,0.0
558480,381787,connect,ended,-15.0,548193.0,210.0,158.0,-52.0,0.0
558742,192603,mobile,ended,3.0,562673.0,420.0,415.0,-5.0,0.0
558905,392683,connect,ended,55.0,553157.0,0.0,-18.0,-18.0,0.0
561645,383625,connect,ended,-138.0,567392.0,0.0,15.0,15.0,15.0
565470,394043,mobile,ended,15.0,562479.0,180.0,127.0,-53.0,0.0
565814,389565,connect,ended,48.0,565397.0,0.0,-1.0,-1.0,0.0
565979,371159,connect,ended,48.0,563458.0,60.0,-24.0,-84.0,0.0
566956,403558,mobile,ended,,563099.0,120.0,,,
568286,359641,mobile,ended,-28.0,560844.0,240.0,72.0,-168.0,0.0
568405,353274,mobile,ended,15.0,554676.0,0.0,-8.0,-8.0,0.0
569301,195977,connect,ended,62.0,561125.0,660.0,-110.0,-770.0,0.0
569376,330318,mobile,ended,-19.0,566099.0,120.0,123.0,3.0,3.0
573387,412916,mobile,ended,74.0,565754.0,60.0,-22.0,-82.0,0.0
575031,319886,connect,ended,92.0,571453.0,660.0,-14.0,-674.0,0.0
538300,365926,connect,canceled,,537243.0,270.0,242.0,-28.0,0.0
539038,378072,connect,ended,-17.0,529169.0,720.0,1.0,-719.0,0.0
565937,290600,connect,ended,-9.0,567467.0,0.0,6.0,6.0,6.0
568112,395228,mobile,ended,145.0,563130.0,0.0,-19.0,-19.0,0.0
570098,410702,mobile,canceled,,562806.0,150.0,16.0,-134.0,0.0
570764,230675,mobile,ended,211.0,564217.0,690.0,44.0,-646.0,0.0
572707,241021,connect,canceled,,574151.0,0.0,3.0,3.0,3.0
573350,301068,mobile,ended,1.0,530691.0,0.0,8.0,8.0,8.0
574755,373802,mobile,ended,-16.0,571574.0,30.0,-44.0,-74.0,0.0
540202,408267,mobile,ended,-115.0,537171.0,30.0,17.0,-13.0,0.0
564485,290726,connect,ended,-42.0,554952.0,480.0,-65.0,-545.0,0.0
568007,414878,mobile,ended,123.0,566039.0,300.0,8.0,-292.0,0.0
568444,353425,connect,ended,-27.0,557068.0,90.0,30.0,-60.0,0.0
568500,312603,connect,ended,0.0,565109.0,60.0,,,
570888,265239,connect,ended,-21.0,551401.0,270.0,,,
571936,248926,mobile,ended,4.0,567346.0,60.0,-4.0,-64.0,0.0
574527,397599,mobile,ended,87.0,572793.0,660.0,206.0,-454.0,0.0
540269,403153,mobile,ended,-134.0,537244.0,660.0,-17.0,-677.0,0.0
541911,348294,connect,canceled,,544326.0,720.0,-62.0,-782.0,0.0
542561,374684,mobile,ended,-1.0,545068.0,720.0,-31.0,-751.0,0.0
544004,192409,mobile,ended,40.0,506069.0,270.0,159.0,-111.0,0.0
544056,289570,mobile,ended,2725.0,534205.0,30.0,-14.0,-44.0,0.0
544158,242437,mobile,ended,3.0,542867.0,0.0,-14.0,-14.0,0.0
540194,392479,mobile,ended,9.0,556565.0,360.0,-28.0,-388.0,0.0
542241,390467,connect,ended,-16.0,537405.0,0.0,95.0,95.0,95.0
543055,405005,connect,ended,-26.0,551169.0,720.0,58.0,-662.0,0.0
543269,365961,mobile,ended,-115.0,535195.0,210.0,,,
543781,342154,connect,canceled,,537496.0,240.0,47.0,-193.0,0.0
543861,358082,connect,ended,-41.0,542942.0,120.0,-106.0,-226.0,0.0
545265,387753,connect,ended,-483.0,546021.0,720.0,-5.0,-725.0,0.0
546214,386880,mobile,ended,1203.0,536671.0,330.0,-12.0,-342.0,0.0
546641,371387,mobile,ended,-1005.0,549907.0,60.0,4.0,-56.0,0.0
546943,368432,mobile,ended,0.0,560801.0,0.0,3.0,3.0,3.0
547430,411521,mobile,ended,-3.0,547755.0,210.0,62.0,-148.0,0.0
549462,381708,connect,ended,142.0,548698.0,60.0,13.0,-47.0,0.0
551892,376491,connect,ended,-96.0,550998.0,540.0,-56.0,-596.0,0.0
551957,359045,connect,ended,3.0,546597.0,30.0,-69.0,-99.0,0.0
551983,264870,mobile,ended,-1.0,550875.0,150.0,-129.0,-279.0,0.0
552582,251447,connect,ended,-60.0,549512.0,630.0,-165.0,-795.0,0.0
544605,304392,connect,ended,-7.0,528643.0,120.0,13.0,-107.0,0.0
544762,300505,connect,ended,-67.0,548050.0,90.0,-538.0,-628.0,0.0
545486,336522,mobile,ended,6.0,545384.0,420.0,31.0,-389.0,0.0
545731,409227,mobile,ended,-12.0,545485.0,300.0,51.0,-249.0,0.0
547103,392656,mobile,ended,,542106.0,450.0,,,
547299,321676,mobile,ended,-156.0,549756.0,30.0,3.0,-27.0,0.0
548190,349678,connect,canceled,,547238.0,180.0,-652.0,-832.0,0.0
549701,395266,mobile,ended,-57.0,546447.0,150.0,-22.0,-172.0,0.0
551070,359800,mobile,ended,-40.0,548225.0,60.0,184.0,124.0,124.0
551724,228703,connect,ended,102.0,549401.0,30.0,-5.0,-35.0,0.0
539751,374684,mobile,ended,3.0,537514.0,660.0,20.0,-640.0,0.0
540382,310444,connect,ended,-120.0,533896.0,210.0,265.0,55.0,55.0
566333,413083,mobile,ended,11.0,555971.0,510.0,-30.0,-540.0,0.0
566344,176220,connect,ended,-86.0,561304.0,330.0,-75.0,-405.0,0.0
566831,384942,mobile,ended,-464.0,518025.0,720.0,132.0,-588.0,0.0
548371,229411,mobile,ended,-43.0,539104.0,270.0,-29.0,-299.0,0.0
548540,299063,connect,ended,-147.0,549939.0,150.0,-112.0,-262.0,0.0
549328,373864,connect,canceled,,550704.0,120.0,-2.0,-122.0,0.0
551104,366371,connect,ended,7.0,550102.0,30.0,-37.0,-67.0,0.0
551151,396009,connect,ended,156.0,545980.0,480.0,1.0,-479.0,0.0
567863,385128,mobile,ended,31.0,543629.0,30.0,72.0,42.0,42.0
540016,357860,connect,ended,16.0,542394.0,570.0,-9.0,-579.0,0.0
541068,389147,mobile,ended,3.0,537097.0,210.0,,,
541215,374486,mobile,ended,47.0,539938.0,180.0,144.0,-36.0,0.0
541363,381123,mobile,ended,-46.0,540040.0,120.0,89.0,-31.0,0.0
541531,356673,mobile,ended,130.0,539422.0,0.0,92.0,92.0,92.0
541570,358567,connect,ended,-112.0,550224.0,720.0,-7.0,-727.0,0.0
543223,376311,connect,canceled,,560879.0,600.0,21.0,-579.0,0.0
543512,406388,mobile,ended,24.0,565648.0,600.0,-179.0,-779.0,0.0
543535,371572,connect,ended,-312.0,548202.0,390.0,29.0,-361.0,0.0
543805,334190,connect,ended,-130.0,543980.0,0.0,-42.0,-42.0,0.0
544135,297119,mobile,ended,14.0,539618.0,120.0,101.0,-19.0,0.0
544190,275062,mobile,ended,,542797.0,690.0,-73.0,-763.0,0.0
544677,339215,mobile,ended,56.0,544679.0,0.0,51.0,51.0,51.0
544891,392368,connect,ended,-133.0,546533.0,30.0,-276.0,-306.0,0.0
548118,408506,mobile,ended,9.0,544336.0,720.0,-16.0,-736.0,0.0
542244,241021,connect,ended,80.0,542010.0,60.0,-13.0,-73.0,0.0
542957,276218,mobile,ended,164.0,568490.0,120.0,105.0,-15.0,0.0
543815,385523,connect,ended,-6.0,541049.0,150.0,82.0,-68.0,0.0
546300,397728,mobile,ended,12.0,557231.0,570.0,64.0,-506.0,0.0
546779,408267,mobile,ended,-11.0,549703.0,60.0,-51.0,-111.0,0.0
547520,312078,connect,canceled,,547273.0,60.0,32.0,-28.0,0.0
541398,298117,connect,ended,-197.0,538630.0,150.0,2.0,-148.0,0.0
542252,353425,connect,ended,-153.0,547277.0,210.0,-42.0,-252.0,0.0
543394,305525,connect,ended,-12.0,537439.0,720.0,-181.0,-901.0,0.0
543390,223615,mobile,ended,-45.0,532833.0,0.0,22.0,22.0,22.0
543433,317572,connect,canceled,,535647.0,660.0,-89.0,-749.0,0.0
543717,402078,mobile,ended,-7.0,537304.0,240.0,-5.0,-245.0,0.0
543760,307595,mobile,ended,,542300.0,480.0,,,
544699,384193,connect,canceled,,529134.0,0.0,22.0,22.0,22.0
544742,365926,connect,ended,-36.0,551678.0,570.0,-202.0,-772.0,0.0
544783,345080,connect,canceled,,549248.0,570.0,,,
545023,334190,connect,canceled,,547969.0,270.0,-52.0,-322.0,0.0
545047,380480,mobile,ended,7.0,544328.0,690.0,20.0,-670.0,0.0
546242,368604,connect,ended,2.0,555708.0,540.0,-95.0,-635.0,0.0
547497,404130,connect,ended,3.0,541826.0,90.0,97.0,7.0,7.0
568275,341630,mobile,ended,-42.0,559873.0,480.0,79.0,-401.0,0.0
568820,264513,mobile,ended,-46.0,566587.0,120.0,39.0,-81.0,0.0
569272,366164,connect,ended,7.0,571324.0,120.0,-294.0,-414.0,0.0
569353,414801,mobile,canceled,,560812.0,510.0,,,
571038,341861,connect,ended,-152.0,574571.0,540.0,-54.0,-594.0,0.0
572076,367632,connect,ended,50.0,570241.0,180.0,-244.0,-424.0,0.0
572871,381435,mobile,ended,-20.0,571546.0,60.0,23.0,-37.0,0.0
551273,398247,mobile,ended,-6.0,550197.0,630.0,-3.0,-633.0,0.0
551530,412295,mobile,ended,103.0,549505.0,30.0,46.0,16.0,16.0
551912,225795,connect,ended,-23.0,567177.0,0.0,-422.0,-422.0,0.0
552885,377591,connect,canceled,,551334.0,420.0,32.0,-388.0,0.0
553129,358480,mobile,ended,170.0,551688.0,450.0,541.0,91.0,91.0
553227,276222,mobile,ended,20.0,531664.0,120.0,4.0,-116.0,0.0
553540,393083,mobile,ended,23.0,553429.0,390.0,72.0,-318.0,0.0
554359,350456,mobile,ended,1401.0,547316.0,540.0,16.0,-524.0,0.0
554885,402767,mobile,ended,-13.0,556984.0,660.0,38.0,-622.0,0.0
555024,382884,mobile,ended,63.0,545294.0,660.0,-117.0,-777.0,0.0
555178,382323,mobile,ended,62.0,552721.0,240.0,-93.0,-333.0,0.0
549116,356203,mobile,ended,-110.0,538281.0,150.0,12.0,-138.0,0.0
551249,270091,mobile,ended,74.0,546357.0,60.0,-4.0,-64.0,0.0
552624,216576,connect,canceled,,523194.0,630.0,-163.0,-793.0,0.0
543850,262344,connect,ended,51.0,541998.0,210.0,-147.0,-357.0,0.0
548490,342719,mobile,ended,,546060.0,60.0,59.0,-1.0,0.0
548521,310219,connect,ended,,545345.0,120.0,-55.0,-175.0,0.0
548726,397569,connect,ended,-111.0,546439.0,60.0,-95.0,-155.0,0.0
550717,377119,connect,ended,59.0,545344.0,30.0,-8.0,-38.0,0.0
543690,387614,mobile,ended,235.0,541885.0,300.0,38.0,-262.0,0.0
544908,265664,connect,ended,-961.0,540077.0,690.0,-20.0,-710.0,0.0
546332,214635,connect,ended,31.0,547177.0,0.0,-548.0,-548.0,0.0
546707,335276,connect,canceled,,545768.0,0.0,-27.0,-27.0,0.0
546889,303652,mobile,ended,79.0,546472.0,390.0,310.0,-80.0,0.0
546954,350705,mobile,ended,-47.0,548000.0,90.0,4.0,-86.0,0.0
549212,344576,mobile,ended,17.0,549196.0,120.0,-32.0,-152.0,0.0
549277,387223,mobile,ended,57.0,546350.0,30.0,-12.0,-42.0,0.0
549461,305876,mobile,ended,17.0,523875.0,0.0,,,
550255,350873,connect,canceled,,559401.0,240.0,-84.0,-324.0,0.0
550683,411846,mobile,canceled,,548701.0,180.0,,,
551169,405005,connect,ended,58.0,544486.0,0.0,10.0,10.0,10.0
552606,336902,mobile,ended,-90.0,533303.0,600.0,-340.0,-940.0,0.0
553595,388206,mobile,ended,-24.0,513941.0,570.0,64.0,-506.0,0.0
553889,356758,mobile,ended,23.0,543278.0,540.0,-46.0,-586.0,0.0
554498,248889,connect,ended,-18.0,559060.0,720.0,-50.0,-770.0,0.0
555857,401088,mobile,ended,36.0,552180.0,60.0,13.0,-47.0,0.0
554425,364411,mobile,ended,105.0,557974.0,600.0,596.0,-4.0,0.0
555076,369845,mobile,ended,-22.0,553278.0,690.0,-32.0,-722.0,0.0
555388,362255,mobile,ended,36.0,531363.0,660.0,-37.0,-697.0,0.0
555950,364160,connect,ended,27.0,550502.0,120.0,-79.0,-199.0,0.0
556933,291932,connect,ended,-23.0,559594.0,60.0,-408.0,-468.0,0.0
556998,222819,mobile,ended,42.0,557193.0,660.0,-35.0,-695.0,0.0
558185,401869,connect,ended,-9.0,556469.0,510.0,231.0,-279.0,0.0
559898,362187,connect,ended,-8.0,556725.0,240.0,-633.0,-873.0,0.0
559935,409750,mobile,ended,60.0,562535.0,660.0,-42.0,-702.0,0.0
563790,398586,connect,ended,-149.0,565280.0,600.0,-137.0,-737.0,0.0
564244,377594,mobile,canceled,,562153.0,180.0,50.0,-130.0,0.0
564703,385629,connect,ended,-28.0,564926.0,180.0,-484.0,-664.0,0.0
564980,341037,connect,canceled,,562653.0,510.0,158.0,-352.0,0.0
565006,414230,mobile,ended,26.0,567764.0,720.0,-33.0,-753.0,0.0
565007,362507,connect,ended,35.0,567477.0,720.0,0.0,-720.0,0.0
557333,410887,mobile,ended,77.0,550290.0,300.0,17.0,-283.0,0.0
558854,407865,mobile,ended,45.0,557408.0,360.0,7.0,-353.0,0.0
559519,381012,mobile,ended,-15.0,553964.0,0.0,-707.0,-707.0,0.0
560165,304775,connect,ended,-34.0,552359.0,240.0,-118.0,-358.0,0.0
560879,376311,connect,ended,21.0,563536.0,300.0,-255.0,-555.0,0.0
562118,402078,mobile,ended,-74.0,560643.0,150.0,20.0,-130.0,0.0
563709,343003,mobile,ended,,561739.0,660.0,,,
564327,412869,mobile,ended,3098.0,562932.0,90.0,105.0,15.0,15.0
564510,367632,connect,ended,-579.0,563613.0,720.0,11.0,-709.0,0.0
549864,175887,connect,ended,72.0,558049.0,720.0,32.0,-688.0,0.0
550005,392368,connect,canceled,,544853.0,90.0,-14.0,-104.0,0.0
550335,364199,mobile,canceled,,515060.0,60.0,452.0,392.0,392.0
550497,392847,connect,ended,141.0,554124.0,0.0,-9.0,-9.0,0.0
550757,345080,connect,ended,-55.0,549248.0,720.0,,,
551313,400293,mobile,ended,88.0,537821.0,0.0,-55.0,-55.0,0.0
554913,351258,mobile,ended,0.0,555581.0,270.0,250.0,-20.0,0.0
556063,388795,mobile,ended,101.0,551168.0,90.0,-31.0,-121.0,0.0
556230,387976,mobile,canceled,,553955.0,720.0,,,
557078,301301,connect,ended,104.0,555752.0,180.0,119.0,-61.0,0.0
557587,295830,connect,ended,-404.0,563792.0,720.0,0.0,-720.0,0.0
557732,374746,mobile,ended,-22.0,547231.0,0.0,-1.0,-1.0,0.0
539705,406161,mobile,canceled,,559887.0,0.0,5.0,5.0,5.0
540254,383144,connect,ended,75.0,534854.0,120.0,-44.0,-164.0,0.0
540509,406902,mobile,ended,35.0,536255.0,30.0,74.0,44.0,44.0
540779,384193,connect,ended,6.0,550547.0,0.0,-62.0,-62.0,0.0
541103,359864,mobile,ended,-69.0,527333.0,60.0,15.0,-45.0,0.0
542041,208090,mobile,ended,2.0,541715.0,30.0,-20.0,-50.0,0.0
542083,385131,connect,ended,-12.0,542592.0,180.0,-428.0,-608.0,0.0
542384,344254,connect,ended,97.0,539674.0,180.0,125.0,-55.0,0.0
542573,402679,mobile,ended,,542341.0,0.0,,,
542909,407865,mobile,ended,114.0,535365.0,30.0,20.0,-10.0,0.0
542993,258737,mobile,ended,39.0,526456.0,600.0,-131.0,-731.0,0.0
556659,310219,connect,ended,-70.0,549808.0,480.0,54.0,-426.0,0.0
556716,364160,connect,ended,127.0,560217.0,30.0,18.0,-12.0,0.0
556762,329718,mobile,ended,2.0,566035.0,120.0,-17.0,-137.0,0.0
557012,358772,connect,ended,-29.0,553385.0,60.0,-71.0,-131.0,0.0
557706,399575,connect,ended,-17.0,548718.0,720.0,73.0,-647.0,0.0
558046,401869,connect,canceled,,556469.0,480.0,231.0,-249.0,0.0
558539,384983,mobile,ended,21.0,554384.0,60.0,69.0,9.0,9.0
558993,412141,mobile,ended,-1227.0,556871.0,600.0,,,
559386,395385,mobile,ended,2499.0,556228.0,690.0,1.0,-689.0,0.0
559897,382302,connect,ended,99.0,558352.0,660.0,-10.0,-670.0,0.0
563382,381754,mobile,ended,463.0,561956.0,120.0,-151.0,-271.0,0.0
564129,368506,mobile,ended,-41.0,555811.0,600.0,62.0,-538.0,0.0
564601,317683,mobile,ended,93.0,560650.0,30.0,46.0,16.0,16.0
564616,383443,connect,ended,-113.0,563616.0,540.0,-42.0,-582.0,0.0
558724,380479,mobile,ended,13.0,555526.0,570.0,52.0,-518.0,0.0
561362,352528,connect,ended,-21.0,527111.0,600.0,100.0,-500.0,0.0
562011,282433,mobile,canceled,,557920.0,210.0,7.0,-203.0,0.0
562201,412104,mobile,ended,-119.0,563920.0,120.0,92.0,-28.0,0.0
564664,361789,mobile,canceled,,564691.0,600.0,-97.0,-697.0,0.0
565046,409523,mobile,ended,,559547.0,0.0,,,
565255,374809,connect,ended,-97.0,566437.0,90.0,2.0,-88.0,0.0
565826,387980,mobile,ended,-36.0,565423.0,270.0,93.0,-177.0,0.0
565273,351468,mobile,ended,-209.0,559473.0,90.0,62.0,-28.0,0.0
565284,403149,mobile,ended,31.0,563877.0,150.0,79.0,-71.0,0.0
565885,379092,mobile,canceled,,563199.0,330.0,4.0,-326.0,0.0
566516,337217,mobile,ended,48.0,561111.0,660.0,10.0,-650.0,0.0
568190,381787,connect,canceled,,529051.0,60.0,-272.0,-332.0,0.0
568312,414757,mobile,ended,-31.0,564212.0,60.0,-164.0,-224.0,0.0
569487,335276,connect,ended,-40.0,560375.0,600.0,140.0,-460.0,0.0
570644,374360,connect,ended,18.0,567682.0,60.0,172.0,112.0,112.0
